,Unnamed: 0,session_id,mellon_id,player_id,event_result,task,Primary code ,event_start_time,revise_score,high_performance,female_members,female_maj,gender,ethnicity,application_status,first_generation,urm,first_language
225,225,7329_PartyVenue,201830,"{'userID1': '201830', 'nickname1': 'An', 'userID2': '164135', 'nickname2': 'Alvaro', 'userID3': '169144', 'nickname3': 'Chris', 'userID4': '194625', 'nickname4': 'Hongzheng'}",err ok :^),PartyVenue,SESU,2019-09-28 21:28:14+00:00,2.0,1,0,0,M,International student,Freshman,1.0,0.0,Non-English
226,226,7329_PartyVenue,194625,"{'userID1': '201830', 'nickname1': 'An', 'userID2': '164135', 'nickname2': 'Alvaro', 'userID3': '169144', 'nickname3': 'Chris', 'userID4': '194625', 'nickname4': 'Hongzheng'}",okay,PartyVenue,SESU,2019-09-28 21:28:33+00:00,2.0,1,0,0,M,International student,Freshman,0.0,0.0,Non-English
227,227,7347_apartment,164313,"{'userID1': '196441', 'nickname1': '3rik.agt', 'userID2': '164313', 'nickname2': 'Dustin', 'userID3': '176980', 'nickname3': 'Ryan', 'userID4': '169447', 'nickname4': 'javier'}",Hey i'm Dustin,apartment,SMC,2019-09-28 17:12:26+00:00,0.0,0,0,0,M,Asian / Asian American,Freshman,0.0,0.0,English only
228,228,7347_apartment,176980,"{'userID1': '196441', 'nickname1': '3rik.agt', 'userID2': '164313', 'nickname2': 'Dustin', 'userID3': '176980', 'nickname3': 'Ryan', 'userID4': '169447', 'nickname4': 'javier'}","Hi, Im Ryan",apartment,SMC,2019-09-28 17:12:30+00:00,0.0,0,0,0,M,Unknown / declined to state,Junior,0.0,0.0,English only
229,229,7347_apartment,169447,"{'userID1': '196441', 'nickname1': '3rik.agt', 'userID2': '164313', 'nickname2': 'Dustin', 'userID3': '176980', 'nickname3': 'Ryan', 'userID4': '169447', 'nickname4': 'javier'}",Im javier,apartment,SMC,2019-09-28 17:12:40+00:00,0.0,0,0,0,M,Hispanic,Freshman,1.0,1.0,English only
230,230,7347_apartment,164313,"{'userID1': '196441', 'nickname1': '3rik.agt', 'userID2': '164313', 'nickname2': 'Dustin', 'userID3': '176980', 'nickname3': 'Ryan', 'userID4': '169447', 'nickname4': 'javier'}",so how are you guys ranking it atm?,apartment,SESU,2019-09-28 17:21:37+00:00,0.0,0,0,0,M,Asian / Asian American,Freshman,0.0,0.0,English only
231,231,7347_apartment,176980,"{'userID1': '196441', 'nickname1': '3rik.agt', 'userID2': '164313', 'nickname2': 'Dustin', 'userID3': '176980', 'nickname3': 'Ryan', 'userID4': '169447', 'nickname4': 'javier'}",BAC,apartment,SSI,2019-09-28 17:21:42+00:00,0.0,0,0,0,M,Unknown / declined to state,Junior,0.0,0.0,English only
232,232,7347_apartment,169447,"{'userID1': '196441', 'nickname1': '3rik.agt', 'userID2': '164313', 'nickname2': 'Dustin', 'userID3': '176980', 'nickname3': 'Ryan', 'userID4': '169447', 'nickname4': 'javier'}",Same,apartment,SN,2019-09-28 17:21:48+00:00,0.0,0,0,0,M,Hispanic,Freshman,1.0,1.0,English only
233,233,7347_apartment,196441,"{'userID1': '196441', 'nickname1': '3rik.agt', 'userID2': '164313', 'nickname2': 'Dustin', 'userID3': '176980', 'nickname3': 'Ryan', 'userID4': '169447', 'nickname4': 'javier'}",yeah like that,apartment,SN,2019-09-28 17:21:51+00:00,0.0,0,0,0,M,Hispanic,Freshman,1.0,1.0,Non-English
234,234,7347_apartment,164313,"{'userID1': '196441', 'nickname1': '3rik.agt', 'userID2': '164313', 'nickname2': 'Dustin', 'userID3': '176980', 'nickname3': 'Ryan', 'userID4': '169447', 'nickname4': 'javier'}",yooo same lmao,apartment,SN,2019-09-28 17:21:53+00:00,0.0,0,0,0,M,Asian / Asian American,Freshman,0.0,0.0,English only
235,235,7347_apartment,169447,"{'userID1': '196441', 'nickname1': '3rik.agt', 'userID2': '164313', 'nickname2': 'Dustin', 'userID3': '176980', 'nickname3': 'Ryan', 'userID4': '169447', 'nickname4': 'javier'}",nice,apartment,SESU,2019-09-28 17:21:57+00:00,0.0,0,0,0,M,Hispanic,Freshman,1.0,1.0,English only
236,236,7307_PartyVenue,164987,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",hey guys,PartyVenue,SMC,2019-09-28 17:14:19+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,Non-English
237,237,7307_PartyVenue,168746,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",Hi,PartyVenue,SMC,2019-09-28 17:14:35+00:00,0.0,0,3,1,F,"Black, non-Hispanic",Freshman,1.0,1.0,English only
238,238,7307_PartyVenue,164987,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",: ),PartyVenue,SMC,2019-09-28 17:14:48+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,Non-English
239,239,7307_PartyVenue,164559,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",Hi,PartyVenue,SMC,2019-09-28 17:14:53+00:00,0.0,0,3,1,M,Hispanic,Freshman,1.0,1.0,Non-English
240,240,7307_PartyVenue,164987,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",how's your day going lol,PartyVenue,SMC,2019-09-28 17:15:17+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,Non-English
241,241,7307_PartyVenue,183931,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",Hey guys! My name is Katherine ,PartyVenue,SMC,2019-09-28 17:15:37+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,Non-English
242,242,7307_PartyVenue,164987,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",hey,PartyVenue,SMC,2019-09-28 17:15:44+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,Non-English
243,243,7307_PartyVenue,168746,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}","So far so good, how about yours?",PartyVenue,SMC,2019-09-28 17:15:48+00:00,0.0,0,3,1,F,"Black, non-Hispanic",Freshman,1.0,1.0,English only
244,244,7307_PartyVenue,168746,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",My name is Aaliyah,PartyVenue,SMC,2019-09-28 17:15:53+00:00,0.0,0,3,1,F,"Black, non-Hispanic",Freshman,1.0,1.0,English only
245,245,7307_PartyVenue,164559,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",I'm Brandon ,PartyVenue,SMC,2019-09-28 17:16:11+00:00,0.0,0,3,1,M,Hispanic,Freshman,1.0,1.0,Non-English
246,246,7307_PartyVenue,164987,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",I'm Sofia ,PartyVenue,SMC,2019-09-28 17:16:22+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,Non-English
247,247,7307_PartyVenue,164987,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",How did you guys rank the venues,PartyVenue,SESU,2019-09-28 17:22:05+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,Non-English
248,248,7307_PartyVenue,164559,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",BCA,PartyVenue,SSI,2019-09-28 17:22:15+00:00,0.0,0,3,1,M,Hispanic,Freshman,1.0,1.0,Non-English
249,249,7307_PartyVenue,168746,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",I put BCA,PartyVenue,SSI,2019-09-28 17:22:22+00:00,0.0,0,3,1,F,"Black, non-Hispanic",Freshman,1.0,1.0,English only
250,250,7307_PartyVenue,164987,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",I did BAC,PartyVenue,SSI,2019-09-28 17:22:27+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,Non-English
251,251,7307_PartyVenue,183931,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",BCA,PartyVenue,SSI,2019-09-28 17:22:59+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,Non-English
252,252,7307_PartyVenue,164987,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",So we all agree that B is the best,PartyVenue,CM,2019-09-28 17:23:16+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,Non-English
253,253,7307_PartyVenue,164559,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",Yea,PartyVenue,SN,2019-09-28 17:23:23+00:00,0.0,0,3,1,M,Hispanic,Freshman,1.0,1.0,Non-English
254,254,7307_PartyVenue,164987,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",What was your reasoning for putting C next,PartyVenue,SESU,2019-09-28 17:23:40+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,Non-English
255,255,7307_PartyVenue,168746,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}","I thought that C was better than A because it is not too much of a struggle to bring in your own drinks and its a party so people don't really need their phones anyways. A was the last choice to me because the party should not be far from the guest of honor and you can't have a party without good music. In addition, I would not want anyone else's party to interfere with the party we are throwing.",PartyVenue,CRF,2019-09-28 17:25:11+00:00,0.0,0,3,1,F,"Black, non-Hispanic",Freshman,1.0,1.0,English only
256,256,7307_PartyVenue,164559,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",In a venue people won't often use their cell phones and the owners are nearby in case they are needed. The lawn around shouldn't have a great overall impact on the venue's view. ,PartyVenue,CRF,2019-09-28 17:25:31+00:00,0.0,0,3,1,M,Hispanic,Freshman,1.0,1.0,Non-English
257,257,7307_PartyVenue,168746,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",Sofia what was your reasoning?,PartyVenue,SESU,2019-09-28 17:26:39+00:00,0.0,0,3,1,F,"Black, non-Hispanic",Freshman,1.0,1.0,English only
258,258,7307_PartyVenue,164987,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",Okay I get that but buying the drinks does add to the party's budget especially if there is a lot of people and throwing parties is stressful enough. I also think that cell reception is very important especially if people need to call for rides after or order Ubers . That venue also has outdoor seating options which is great if the party has older people who cannot be near load music for long periods of time. That venue also offers vegetarian options which a lot of venues usually don't offer. Overall I feel like it's a little more inclusive. Oh and also I feel like a party is a party no matter what as long as there is music.,PartyVenue,CRF,2019-09-28 17:31:19+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,Non-English
259,259,7307_PartyVenue,164987,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",*loud,PartyVenue,SESU,2019-09-28 17:32:20+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,Non-English
260,260,7307_PartyVenue,164987,"{'userID1': '164987', 'nickname1': 'Sofia', 'userID2': '164559', 'nickname2': 'delarose_961', 'userID3': '183931', 'nickname3': 'kpinedam', 'userID4': '168746', 'nickname4': 'aaliyaaa'}",What do you think,PartyVenue,SESU,2019-09-28 17:37:37+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,Non-English
261,261,7316_candidate,197514,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",Hi guys hehehe,candidate,SMC,2019-09-28 17:12:54+00:00,0.0,0,3,1,F,"White, non-Hispanic",Freshman,1.0,0.0,English only
262,262,7316_candidate,165382,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}","Hi guys, this is Alex",candidate,SMC,2019-09-28 17:12:55+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,English/non-English
263,263,7316_candidate,192164,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",hey !,candidate,SMC,2019-09-28 17:13:05+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
264,264,7316_candidate,181843,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",Hello,candidate,SMC,2019-09-28 17:13:05+00:00,0.0,0,3,1,M,Asian / Asian American,Junior,1.0,0.0,Non-English
265,265,7316_candidate,165382,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",Morning!,candidate,SMC,2019-09-28 17:13:39+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,English/non-English
266,266,7316_candidate,197514,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",Alex have you pushed next?,candidate,CM,2019-09-28 17:14:11+00:00,0.0,0,3,1,F,"White, non-Hispanic",Freshman,1.0,0.0,English only
267,267,7316_candidate,197514,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",okay so I ranked mine CBA,candidate,SSI,2019-09-28 17:18:19+00:00,0.0,0,3,1,F,"White, non-Hispanic",Freshman,1.0,0.0,English only
268,268,7316_candidate,192164,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",I RANKED MINE BCA,candidate,SSI,2019-09-28 17:18:36+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
269,269,7316_candidate,181843,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",I have BCA,candidate,SSI,2019-09-28 17:18:36+00:00,0.0,0,3,1,M,Asian / Asian American,Junior,1.0,0.0,Non-English
270,270,7316_candidate,192164,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",i dont know why its in all caps sorry,candidate,SMC,2019-09-28 17:18:58+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
271,271,7316_candidate,181843,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",So we can all agree A is the worst,candidate,CM,2019-09-28 17:19:23+00:00,0.0,0,3,1,M,Asian / Asian American,Junior,1.0,0.0,Non-English
272,272,7316_candidate,197514,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",yes ahahah,candidate,SN,2019-09-28 17:19:27+00:00,0.0,0,3,1,F,"White, non-Hispanic",Freshman,1.0,0.0,English only
273,273,7316_candidate,197514,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",so I believe B isn't the best because he is self sufficient but C has more of the people skills,candidate,CRF,2019-09-28 17:20:18+00:00,0.0,0,3,1,F,"White, non-Hispanic",Freshman,1.0,0.0,English only
274,274,7316_candidate,165382,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",B seems like a good candidate but I wouldn't want someone who had problems dealing with clients if I was an employee,candidate,CRF,2019-09-28 17:20:40+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,English/non-English
275,275,7316_candidate,197514,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",B also missed important deadlines,candidate,SSI,2019-09-28 17:20:57+00:00,0.0,0,3,1,F,"White, non-Hispanic",Freshman,1.0,0.0,English only
276,276,7316_candidate,165382,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",that is the only reason I chose C over B tbh,candidate,CRF,2019-09-28 17:20:59+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,English/non-English
277,277,7316_candidate,181843,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",I picked B as the best because the only bad on my screen is that B can't take criticism,candidate,CRF,2019-09-28 17:21:14+00:00,0.0,0,3,1,M,Asian / Asian American,Junior,1.0,0.0,Non-English
278,278,7316_candidate,192164,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",and is probably more willing to take the initiative to take on a leadership position while C seems like a good worker that is willing to get the job done and follow directions,candidate,CRF,2019-09-28 17:21:37+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
279,279,7316_candidate,165382,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",C I think could be helpful in training others later on and be a leader as offers supportive criticism and listens/motivates others,candidate,CRF,2019-09-28 17:23:00+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,English/non-English
280,280,7316_candidate,197514,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}","in C's defense, he doesn't have great organizational skills and he holds grudges BUT in reality doesn't everyone",candidate,SSI,2019-09-28 17:23:06+00:00,0.0,0,3,1,F,"White, non-Hispanic",Freshman,1.0,0.0,English only
281,281,7316_candidate,181843,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",TRUE,candidate,SN,2019-09-28 17:23:19+00:00,0.0,0,3,1,M,Asian / Asian American,Junior,1.0,0.0,Non-English
282,282,7316_candidate,165382,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",I agree Tori,candidate,SN,2019-09-28 17:23:20+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,English/non-English
283,283,7316_candidate,192164,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",yeah C seems like a good worker but not someone who can be put in a position on management or leadership,candidate,CRF,2019-09-28 17:23:21+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
284,284,7316_candidate,181843,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",so do we choose a good worker or a good leader?,candidate,SESU,2019-09-28 17:24:04+00:00,0.0,0,3,1,M,Asian / Asian American,Junior,1.0,0.0,Non-English
285,285,7316_candidate,197514,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}","I get you trixie but I feel like C has room to grow as a leader, if he offers criticism he most likely is open to criticism himself while B is resistant to change (probably in himself as well)",candidate,SN,2019-09-28 17:24:48+00:00,0.0,0,3,1,F,"White, non-Hispanic",Freshman,1.0,0.0,English only
286,286,7316_candidate,165382,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",I think C can still be a leader. Someone who learns from its mistakes and mentors others are both great qualities in my opinion,candidate,CRF,2019-09-28 17:26:38+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,English/non-English
287,287,7316_candidate,197514,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",I also believe that B would be controlling in the work space,candidate,SSI,2019-09-28 17:26:44+00:00,0.0,0,3,1,F,"White, non-Hispanic",Freshman,1.0,0.0,English only
288,288,7316_candidate,192164,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",in understand what you guys are saying but if he holds grudges and offers criticism then he probably isnt good at receiving criticism in return,candidate,SN,2019-09-28 17:26:51+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
289,289,7316_candidate,165382,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",it does say offers supportive criticism. Positive critics tend to also be good receivers of it and be respectful,candidate,SSI,2019-09-28 17:27:35+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,English/non-English
290,290,7316_candidate,197514,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",I agree Alex,candidate,SN,2019-09-28 17:27:44+00:00,0.0,0,3,1,F,"White, non-Hispanic",Freshman,1.0,0.0,English only
291,291,7316_candidate,165382,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",the grudge part and the organizational skills are the only two negative things about C while B's are the ignorance and the issues dealing with clients,candidate,SSI,2019-09-28 17:28:18+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,English/non-English
292,292,7316_candidate,165382,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}","it is because of the client part on B that I would choose C, but that is just my opinion lol",candidate,CRF,2019-09-28 17:28:48+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,English/non-English
293,293,7316_candidate,181843,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}","B is committed to working for the company, that doesn't mean that B is good at helping other people",candidate,CRF,2019-09-28 17:29:04+00:00,0.0,0,3,1,M,Asian / Asian American,Junior,1.0,0.0,Non-English
294,294,7316_candidate,192164,"{'userID1': '197514', 'nickname1': 'tori', 'userID2': '192164', 'nickname2': 'Trixie', 'userID3': '165382', 'nickname3': 'Alexa', 'userID4': '181843', 'nickname4': 'Gordon'}",it says that b is organized and self motivated which means he would be a more effective worker and gets things done,candidate,CRF,2019-09-28 17:29:55+00:00,0.0,0,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
