,Unnamed: 0,session_id,mellon_id,player_id,event_result,task,Primary code ,event_start_time,revise_score,high_performance,female_members,female_maj,gender,ethnicity,application_status,first_generation,urm,first_language
73,73,7343_apartment,189654,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}","Hmm, okok",apartment,SESU,2019-09-28 17:24:02+00:00,0.0,0,3,1,M,Asian / Asian American,Freshman,1.0,0.0,Non-English
74,74,7343_apartment,163202,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}",should we just enter our original ranking?,apartment,CE,2019-09-28 17:24:07+00:00,0.0,0,3,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
75,75,7343_apartment,163793,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}",Yeah,apartment,SN,2019-09-28 17:24:19+00:00,0.0,0,3,1,F,"White, non-Hispanic",Freshman,1.0,0.0,English only
76,76,7343_apartment,163929,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}",yup,apartment,SN,2019-09-28 17:24:33+00:00,0.0,0,3,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
77,77,7343_apartment,163202,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}",sounds good!,apartment,SESU,2019-09-28 17:24:33+00:00,0.0,0,3,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
78,78,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",hellp,PartyVenue,SMC,2019-09-28 17:12:23+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
79,79,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",hello*,PartyVenue,SESU,2019-09-28 17:12:29+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
80,80,7304_PartyVenue,166007,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",sup,PartyVenue,SMC,2019-09-28 17:12:32+00:00,0.0,0,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
81,81,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",ayyo,PartyVenue,SMC,2019-09-28 17:12:35+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
82,82,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",we dont have to do anything yet right?,PartyVenue,SSI,2019-09-28 17:13:48+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
83,83,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",were we supposed to log in yet?,PartyVenue,SSI,2019-09-28 17:13:54+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
84,84,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",i dont think so...,PartyVenue,SESU,2019-09-28 17:14:01+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
85,85,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",lol,PartyVenue,SMC,2019-09-28 17:14:03+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
86,86,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",OOF,PartyVenue,SMC,2019-09-28 17:14:06+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
87,87,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",well that sucks,PartyVenue,SMC,2019-09-28 17:14:10+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
88,88,7304_PartyVenue,173241,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",yikess,PartyVenue,SMC,2019-09-28 17:14:12+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,Non-English
89,89,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}","savvy, just wait for a little bit then before you press okay and maybe everyone else will catch up",PartyVenue,CE,2019-09-28 17:14:36+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
90,90,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",we messed up,PartyVenue,SSI,2019-09-28 17:14:59+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
91,91,7304_PartyVenue,166007,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",im confused,PartyVenue,EM,2019-09-28 17:15:28+00:00,0.0,0,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
92,92,7304_PartyVenue,173241,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",i think we are okay!,PartyVenue,SMC,2019-09-28 17:15:43+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,Non-English
93,93,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",we ewren't supposed to log in yet,PartyVenue,SSI,2019-09-28 17:15:44+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
94,94,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",we're good now!!!,PartyVenue,SMC,2019-09-28 17:15:49+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
95,95,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",yea we ok now,PartyVenue,SESU,2019-09-28 17:15:50+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
96,96,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",we're a fast group xDD,PartyVenue,SMC,2019-09-28 17:16:18+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
97,97,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",Let's gooooooooo!,PartyVenue,SMC,2019-09-28 17:16:44+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
98,98,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",okk,PartyVenue,SESU,2019-09-28 17:16:47+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
99,99,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",anyone done the first part?,PartyVenue,CM,2019-09-28 17:20:10+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
100,100,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",did we all have the venue one?,PartyVenue,SESU,2019-09-28 17:20:20+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
101,101,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",i did BCA,PartyVenue,SSI,2019-09-28 17:20:21+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
102,102,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",yea,PartyVenue,SESU,2019-09-28 17:20:25+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
103,103,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",I did BAC,PartyVenue,SSI,2019-09-28 17:20:28+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
104,104,7304_PartyVenue,173241,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",same,PartyVenue,SN,2019-09-28 17:20:28+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,Non-English
105,105,7304_PartyVenue,166007,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",ERMM,PartyVenue,SMC,2019-09-28 17:20:34+00:00,0.0,0,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
106,106,7304_PartyVenue,166007,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",i did abc,PartyVenue,SSI,2019-09-28 17:20:38+00:00,0.0,0,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
107,107,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",why?,PartyVenue,SESU,2019-09-28 17:21:04+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
108,108,7304_PartyVenue,166007,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",can we agree C is last then haha,PartyVenue,CM,2019-09-28 17:21:11+00:00,0.0,0,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
109,109,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}","I think C should be last because of the cell service, the lawn maintenance, and the lack of beverages",PartyVenue,CRF,2019-09-28 17:21:19+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
110,110,7304_PartyVenue,173241,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}","yes, c def last",PartyVenue,SN,2019-09-28 17:21:28+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,Non-English
111,111,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}","if it's someone's 30th birthday, there are gonna be lots of adults who need to have phones",PartyVenue,CRF,2019-09-28 17:21:40+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
112,112,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}","but then A is far, poor acoustics, limited sound absoprtion, and have many events going at the same time",PartyVenue,SSI,2019-09-28 17:22:08+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
113,113,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",it may have several events,PartyVenue,SSI,2019-09-28 17:22:23+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
114,114,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",but I don't think that's worse than the cell service,PartyVenue,SSI,2019-09-28 17:22:42+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
115,115,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",oh ok,PartyVenue,SESU,2019-09-28 17:22:47+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
116,116,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",I agree that a is worse than b tho,PartyVenue,SN,2019-09-28 17:22:57+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
117,117,7304_PartyVenue,173241,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",something important that venue a has is that is it located near public transportation which would give those who don't have cars be able to get to the venue- also venue b has accessibility for individuals with physical disabilities or impaired mobility which is something important that the other two venues don't have. that is something that needs to be built into a venue and the other two don't list that as a service which is why i put BAC,PartyVenue,CRF,2019-09-28 17:23:37+00:00,0.0,0,3,1,F,Hispanic,Junior,1.0,1.0,Non-English
118,118,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",i agree b > a,PartyVenue,SN,2019-09-28 17:24:02+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
119,119,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}","okay, so our main argument is whether a or c is better?",PartyVenue,CM,2019-09-28 17:24:27+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
120,120,7304_PartyVenue,166007,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}","oh i only put A first because it says B has several negative online customer reviews, but now i see that B is much better than A overall",PartyVenue,CRF,2019-09-28 17:24:58+00:00,0.0,0,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
121,121,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",i feel like a is worse than c,PartyVenue,SN,2019-09-28 17:25:36+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
122,122,7304_PartyVenue,166007,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",how so,PartyVenue,SESU,2019-09-28 17:25:45+00:00,0.0,0,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
123,123,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",cuz the only thing bad about c is that it has poor cell reception inside the building,PartyVenue,CRF,2019-09-28 17:26:31+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
124,124,7304_PartyVenue,166007,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",on top in the directions it says some info is only available to us,PartyVenue,SSI,2019-09-28 17:26:43+00:00,0.0,0,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
125,125,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",oh,PartyVenue,SESU,2019-09-28 17:26:47+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
126,126,7304_PartyVenue,166007,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",in the red text,PartyVenue,SSI,2019-09-28 17:26:51+00:00,0.0,0,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
127,127,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}",dang,PartyVenue,SESU,2019-09-28 17:26:53+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
128,128,7304_PartyVenue,163948,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}","savvy, what bad info do you have about a?",PartyVenue,SESU,2019-09-28 17:26:55+00:00,0.0,0,3,1,F,"Two or more ethnicities, with URM",Freshman,0.0,1.0,English only
129,129,7304_PartyVenue,164497,"{'userID1': '166007', 'nickname1': 'matt', 'userID2': '164497', 'nickname2': 'savvy', 'userID3': '173241', 'nickname3': 'YanelyH', 'userID4': '163948', 'nickname4': 'Autumn'}","poor acoustics, limited sound apsortion, far from home, multiple events going on",PartyVenue,SSI,2019-09-28 17:27:25+00:00,0.0,0,3,1,F,Asian / Asian American,Sophomore,1.0,0.0,Non-English
